1.625,-28148.67875165
1.650,-28148.69862228
1.675,-28148.71444564
1.700,-28148.72670774
1.725,-28148.73583111
1.750,-28148.74215393
1.775,-28148.74412108
1.800,-28148.74367719
1.825,-28148.74142426
1.850,-28148.73756847
1.875,-28148.73230346
